is_checked	word_display	freq_info	freq_rank	stem	pos	pos_detail	ipa	oxford3000	gsl	ccss_tier	cse_level	cefr	freq_grade	meaning_ko	definition_en	etymology	morpheme	word_formation	kr_curriculum	grade_range	textbook_included	curriculum_included	us_grade	atos	lexile	ngsl	gse	eiken_level	eiken_grade	hypernym	hyponym	synonym	antonym	collocation	word_family	register	domain	topic	regional_variant	era	learning_objective	prerequisite	error_pattern	teaching_method	sentence_1	sentence_2	sentence_3	pos_consistency	cefr_consistency	meaning_consistency	educational_value	analysis_date	system_version	status	quality_grade	validation_result	api_number
☐	Inquire	-	4021	inquire	V	VI	/ɪnˈkwaɪə/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	문의하다	to ask for information	from Latin inquirere	inquire	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	ask	-	ask, question	answer	inquire about	inquire	neutral	communication	inquiring	Global	current	문의 표현	기본 동사	-	비즈니스 교육	Inquire within.	She inquired politely.	I will inquire.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4020
☐	Query	-	4022	query	V	VT	/ˈkwɪəri/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	질의하다	to ask question	from Latin quaerere	query	simple	고등	고2-고3	포함	포함	3	4.0	800L-1000L	Yes	34	1급	고급	ask	-	ask, question	answer	query database	query	neutral	communication	querying	Global	current	질의 표현	확장 동사	-	기술 교육	Query the system.	She queried the data.	I need to query.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4021
☐	Interview	-	4023	interview	V	VT	/ˈɪntəvjuː/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	면접하다	to formally question	from French entrevue	interview	simple	중등	중1-중2	포함	포함	4	3.0	400L-600L	Yes	42	3급	초급	question	-	question, examine	-	interview candidate	interview	neutral	communication	interviewing	Global	current	면접 표현	기본 동사	-	비즈니스 교육	Interview the applicant.	She interviewed well.	I will interview.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4022
☐	Consult	-	4024	consult	V	VT	/kənˈsʌlt/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	상담하다	to seek advice	from Latin consultare	consult	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	advise	-	advise, ask	ignore	consult doctor	consult	neutral	communication	consulting	Global	current	상담 표현	기본 동사	-	의료 교육	Consult an expert.	She consulted him.	I will consult.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4023
☐	Advise	-	4025	advise	V	VT	/ədˈvaɪz/	1st-1000	1st-1000	Tier-1	Level-3	B1	최고빈도	조언하다	to give recommendation	from Old French aviser	advise	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	44	3급	초급	recommend	-	recommend, suggest	mislead	advise caution	advise	neutral	communication	advising	Global	current	조언 표현	필수 동사	-	소통 교육	I advise you to wait.	She advised me.	I would advise.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4024
☐	Counsel	-	4026	counsel	V	VT	/ˈkaʊnsəl/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	상담하다	to give professional advice	from Latin consilium	counsel	simple	고등	고2-고3	포함	포함	3	4.0	800L-1000L	Yes	34	1급	고급	advise	-	advise, guide	mislead	counsel student	counsel	neutral	communication	counseling	Global	current	상담 표현	확장 동사	-	상담 교육	Counsel the patient.	She counseled him.	I will counsel.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4025
☐	Guide	-	4027	guide	V	VT	/ɡaɪd/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	안내하다	to show the way	from Old French guider	guide	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	46	4급	초급	lead	-	lead, direct	mislead	guide tourists	guide	neutral	action	guiding	Global	current	안내 표현	필수 동사	-	여행 교육	Guide them through.	She guided us.	I will guide you.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4026
☐	Direct	-	4028	direct	V	VT	/dɪˈrekt/	1st-1000	1st-1000	Tier-1	Level-3	B1	최고빈도	지시하다	to guide or manage	from Latin directus	direct	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	44	3급	초급	guide	-	guide, lead	follow	direct traffic	direct	neutral	action	directing	Global	current	지시 표현	필수 동사	-	비즈니스 교육	Direct the team.	She directed the movie.	I will direct.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4027
☐	Instruct	-	4029	instruct	V	VT	/ɪnˈstrʌkt/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	지시하다	to teach or order	from Latin instructus	instruct	simple	중등	중3-고1	포함	포함	4	3.5	600L-800L	Yes	38	2급	중급	teach	-	teach, direct	-	instruct students	instruct	neutral	communication	instructing	Global	current	교육 표현	기본 동사	-	교육 표현	Instruct them clearly.	She instructed well.	I will instruct.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4028
☐	Demonstrate	-	4030	demonstrate	V	VT	/ˈdemənstreɪt/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	시연하다	to show how	from Latin demonstrare	demonstrate	simple	중등	중3-고1	포함	포함	4	3.5	600L-800L	Yes	40	2급	중급	show	-	show, display	hide	demonstrate skill	demonstrate	neutral	action	demonstrating	Global	current	시연 표현	기본 동사	-	교육 표현	Demonstrate the process.	She demonstrated it.	I will demonstrate.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4029
☐	Illustrate	-	4031	illustrate	V	VT	/ˈɪləstreɪt/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	설명하다	to explain with examples	from Latin illustrare	illustrate	simple	중등	중3-고1	포함	포함	4	3.5	600L-800L	Yes	38	2급	중급	show	-	show, explain	obscure	illustrate point	illustrate	neutral	action	illustrating	Global	current	설명 표현	기본 동사	-	교육 표현	Illustrate your idea.	She illustrated clearly.	I will illustrate.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4030
☐	Clarify	-	4032	clarify	V	VT	/ˈklærɪfaɪ/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	명확히하다	to make clear	from Latin clarificare	clarify	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	explain	-	explain, clear up	confuse	clarify meaning	clarify	neutral	communication	clarifying	Global	current	설명 표현	기본 동사	-	소통 교육	Clarify your point.	She clarified it.	I need to clarify.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4031
☐	Elaborate	-	4033	elaborate	V	VI	/ɪˈlæbəreɪt/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	상세히설명하다	to give more detail	from Latin elaborare	elaborate	simple	고등	고2-고3	포함	포함	4	4.0	800L-1000L	Yes	34	1급	고급	explain	-	explain, expand	summarize	elaborate on	elaborate	neutral	communication	elaborating	Global	current	설명 표현	확장 동사	-	학술 교육	Please elaborate.	She elaborated further.	I will elaborate.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4032
☐	Specify	-	4034	specify	V	VT	/ˈspesɪfaɪ/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	명시하다	to state precisely	from Latin specificare	specify	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	detail	-	detail, define	generalize	specify requirements	specify	neutral	communication	specifying	Global	current	명시 표현	기본 동사	-	비즈니스 교육	Specify the details.	She specified it.	I need to specify.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4033
☐	Mention	-	4035	mention	V	VT	/ˈmenʃən/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	언급하다	to speak about briefly	from Latin mentio	mention	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	46	4급	초급	refer	-	refer, note	omit	mention name	mention	neutral	communication	mentioning	Global	current	언급 표현	필수 동사	-	소통 교육	Don't mention it.	She mentioned him.	I should mention.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4034
☐	Refer	-	4036	refer	V	VI	/rɪˈfɜː/	1st-1000	1st-1000	Tier-1	Level-3	B1	최고빈도	언급하다	to direct attention to	from Latin referre	refer	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	44	3급	초급	mention	-	mention, cite	ignore	refer to book	refer	neutral	communication	referring	Global	current	참조 표현	필수 동사	-	학술 교육	Refer to page ten.	She referred to it.	I will refer.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4035
☐	Indicate	-	4037	indicate	V	VT	/ˈɪndɪkeɪt/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	나타내다	to show or point out	from Latin indicare	indicate	simple	중등	중3-고1	포함	포함	4	3.5	600L-800L	Yes	40	2급	중급	show	-	show, suggest	hide	indicate direction	indicate	neutral	communication	indicating	Global	current	표시 표현	기본 동사	-	논리 교육	Indicate your choice.	She indicated yes.	I will indicate.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4036
☐	Signal	-	4038	signal	V	VT	/ˈsɪɡnəl/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	신호보내다	to communicate by signal	from Latin signalis	signal	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	indicate	-	indicate, gesture	-	signal turn	signal	neutral	action	signaling	Global	current	신호 표현	기본 동사	-	교통 교육	Signal before turning.	She signaled left.	I will signal.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4037
☐	Gesture	-	4039	gesture	V	VI	/ˈdʒestʃə/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	몸짓하다	to move to communicate	from Latin gestura	gesture	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	signal	-	signal, motion	-	gesture wildly	gesture	neutral	action	gesturing	Global	current	몸짓 표현	기본 동사	-	소통 교육	He gestured to sit.	She gestured politely.	I gestured hello.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4038
☐	Wave	-	4040	wave	V	VI	/weɪv/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	손흔들다	to move hand in greeting	from Old English wafian	wave	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	signal	-	signal, gesture	-	wave goodbye	wave	neutral	action	waving	Global	current	인사 표현	필수 동사	-	일상 교육	Wave hello.	She waved goodbye.	I waved at him.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4039
☐	Nod	-	4041	nod	V	VI	/nɒd/	2nd-1000	2nd-1000	Tier-2	Level-2	A2	고빈도	끄덕이다	to move head up and down	origin uncertain	nod	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	44	4급	초급	agree	-	agree, gesture	shake	nod yes	nod	neutral	action	nodding	Global	current	몸짓 표현	기본 동사	-	소통 교육	Nod if you agree.	She nodded slowly.	I nodded in approval.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4040
☐	Shake	-	4042	shake	V	VT	/ʃeɪk/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	흔들다	to move quickly back and forth	from Old English sceacan	shake	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	46	4급	초급	tremble	-	tremble, vibrate	steady	shake hand	shake	neutral	action	shaking	Global	current	동작 표현	필수 동사	-	일상 교육	Shake hands.	She shook her head.	I shook the bottle.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4041
☐	Point	-	4043	point	V	VI	/pɔɪnt/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	가리키다	to direct finger toward	from Old French point	point	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	indicate	-	indicate, show	-	point at	point	neutral	action	pointing	Global	current	지시 표현	필수 동사	-	일상 교육	Point to it.	She pointed at the map.	I pointed at him.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4042
☐	Touch	-	4044	touch	V	VT	/tʌtʃ/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	만지다	to make contact with	from Old French touchier	touch	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	feel	-	feel, contact	avoid	touch gently	touch	neutral	action	touching	Global	current	감각 표현	필수 동사	-	일상 교육	Don't touch that.	She touched his arm.	I touched the screen.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4043
☐	Feel	-	4045	feel	V	VT	/fiːl/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	느끼다	to perceive by touch	from Old English felan	feel	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	sense	-	sense, touch	-	feel happy	feel	neutral	sensation	feeling	Global	current	감각 표현	필수 동사	-	일상 교육	How do you feel?	She felt tired.	I feel great.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4044
☐	Sense	-	4046	sense	V	VT	/sens/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	감지하다	to perceive	from Latin sensus	sense	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	feel	-	feel, detect	miss	sense danger	sense	neutral	sensation	sensing	Global	current	감각 표현	기본 동사	-	과학 교육	I sense trouble.	She sensed something.	I can sense it.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4045
☐	Perceive	-	4047	perceive	V	VT	/pəˈsiːv/	2nd-1000	2nd-1000	Tier-2	Level-5	C1	고빈도	인지하다	to become aware of	from Latin percipere	perceive	simple	고등	고2-고3	포함	포함	4	4.0	800L-1000L	Yes	36	1급	고급	sense	-	sense, notice	miss	perceive threat	perceive	neutral	cognition	perceiving	Global	current	인지 표현	확장 동사	-	심리 교육	Perceive the difference.	She perceived a change.	I perceive it.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4046
☐	Notice	-	4048	notice	V	VT	/ˈnəʊtɪs/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	알아채다	to become aware of	from Latin notitia	notice	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	46	4급	초급	observe	-	observe, see	miss	notice change	notice	neutral	cognition	noticing	Global	current	인지 표현	필수 동사	-	일상 교육	Did you notice?	She noticed him.	I didn't notice.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4047
☐	Observe	-	4049	observe	V	VT	/əbˈzɜːv/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	관찰하다	to watch carefully	from Latin observare	observe	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	40	2급	중급	watch	-	watch, notice	ignore	observe behavior	observe	neutral	cognition	observing	Global	current	관찰 표현	기본 동사	-	과학 교육	Observe the experiment.	She observed closely.	I will observe.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4048
☐	Watch	-	4050	watch	V	VT	/wɒtʃ/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	보다	to look at attentively	from Old English wæccan	watch	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	observe	-	observe, view	ignore	watch TV	watch	neutral	action	watching	Global	current	시청 표현	필수 동사	-	일상 교육	Watch this video.	She watched the movie.	I like to watch.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4049
☐	Look	-	4051	look	V	VI	/lʊk/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	보다	to direct eyes at	from Old English locian	look	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	see	-	see, view	ignore	look here	look	neutral	action	looking	Global	current	시각 표현	필수 동사	-	일상 교육	Look at this.	She looked at me.	I looked around.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4050
☐	See	-	4052	see	V	VT	/siː/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	보다	to perceive with eyes	from Old English seon	see	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	view	-	view, observe	miss	see clearly	see	neutral	sensation	seeing	Global	current	시각 표현	필수 동사	-	일상 교육	Can you see it?	She saw him leave.	I see the point.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4051
☐	View	-	4053	view	V	VT	/vjuː/	1st-1000	1st-1000	Tier-1	Level-3	B1	최고빈도	보다	to look at	from Old French veue	view	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	44	3급	초급	see	-	see, watch	ignore	view photos	view	neutral	action	viewing	Global	current	시청 표현	필수 동사	-	미디어 교육	View the document.	She viewed it online.	I will view it.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4052
☐	Stare	-	4054	stare	V	VI	/steə/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	응시하다	to look fixedly	from Old English starian	stare	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	gaze	-	gaze, look	glance	stare at	stare	neutral	action	staring	Global	current	시각 표현	기본 동사	-	표현 교육	Don't stare.	She stared at him.	I stared in shock.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4053
☐	Gaze	-	4055	gaze	V	VI	/ɡeɪz/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	바라보다	to look steadily	from Swedish gasa	gaze	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	stare	-	stare, look	glance	gaze at stars	gaze	neutral	action	gazing	Global	current	시각 표현	기본 동사	-	문학 교육	She gazed at the sky.	He gazed lovingly.	I gazed at her.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4054
☐	Glance	-	4056	glance	V	VI	/ɡlɑːns/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	흘끗보다	to look briefly	origin uncertain	glance	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	40	3급	초급	peek	-	peek, glimpse	stare	glance at	glance	neutral	action	glancing	Global	current	시각 표현	기본 동사	-	표현 교육	Glance at the clock.	She glanced over.	I glanced at him.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4055
☐	Peek	-	4057	peek	V	VI	/piːk/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	엿보다	to look secretly	origin uncertain	peek	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	40	3급	초급	glance	-	glance, glimpse	stare	peek through	peek	neutral	action	peeking	Global	current	시각 표현	기본 동사	-	일상 교육	Peek inside.	She peeked at him.	I peeked in.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4056
☐	Glimpse	-	4058	glimpse	V	VT	/ɡlɪmps/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	언뜻보다	to see briefly	origin uncertain	glimpse	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	see	-	see, spot	miss	glimpse briefly	glimpse	neutral	action	glimpsing	Global	current	시각 표현	기본 동사	-	문학 교육	Glimpse the future.	She glimpsed him.	I glimpsed it.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4057
☐	Spot	-	4059	spot	V	VT	/spɒt/	1st-1000	1st-1000	Tier-1	Level-3	B1	최고빈도	발견하다	to notice or see	from Old English	spot	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	44	3급	초급	see	-	see, notice	miss	spot error	spot	neutral	action	spotting	Global	current	발견 표현	필수 동사	-	일상 교육	Spot the difference.	She spotted him.	I spotted it first.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4058
☐	Witness	-	4060	witness	V	VT	/ˈwɪtnɪs/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	목격하다	to see event happen	from Old English witnes	witness	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	see	-	see, observe	miss	witness accident	witness	neutral	action	witnessing	Global	current	목격 표현	기본 동사	-	법률 교육	Witness the event.	She witnessed it.	I witnessed everything.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4059
☐	Hear	-	4061	hear	V	VT	/hɪə/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	듣다	to perceive sound	from Old English hieran	hear	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	listen	-	listen, perceive	ignore	hear music	hear	neutral	sensation	hearing	Global	current	청각 표현	필수 동사	-	일상 교육	Can you hear me?	She heard a noise.	I heard it.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4060
☐	Listen	-	4062	listen	V	VI	/ˈlɪsən/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	듣다	to pay attention to sound	from Old English hlysnan	listen	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	hear	-	hear, attend	ignore	listen carefully	listen	neutral	action	listening	Global	current	청각 표현	필수 동사	-	일상 교육	Listen to me.	She listened closely.	I love to listen.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4061
☐	Smell	-	4063	smell	V	VT	/smel/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	냄새맡다	to perceive odor	from Old English	smell	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	46	4급	초급	sniff	-	sniff, scent	-	smell flowers	smell	neutral	sensation	smelling	Global	current	후각 표현	필수 동사	-	일상 교육	Smell this flower.	She smelled smoke.	I can smell it.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4062
☐	Sniff	-	4064	sniff	V	VI	/snɪf/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	냄새맡다	to breathe in through nose	imitative origin	sniff	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	40	3급	초급	smell	-	smell, inhale	-	sniff air	sniff	neutral	action	sniffing	Global	current	후각 표현	기본 동사	-	일상 교육	The dog sniffed.	She sniffed the air.	I sniffed it.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4063
☐	Taste	-	4065	taste	V	VT	/teɪst/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	맛보다	to perceive flavor	from Old French taster	taste	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	46	4급	초급	sample	-	sample, try	-	taste food	taste	neutral	sensation	tasting	Global	current	미각 표현	필수 동사	-	요리 교육	Taste this soup.	She tasted the wine.	I want to taste.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4064
☐	Bite	-	4066	bite	V	VT	/baɪt/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	물다	to cut with teeth	from Old English bitan	bite	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	44	4급	초급	chew	-	chew, gnaw	release	bite apple	bite	neutral	action	biting	Global	current	식사 표현	필수 동사	-	일상 교육	Bite into it.	The dog bit him.	I bit the sandwich.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4065
☐	Chew	-	4067	chew	V	VT	/tʃuː/	2nd-1000	2nd-1000	Tier-2	Level-2	A2	고빈도	씹다	to crush with teeth	from Old English ceowan	chew	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	44	4급	초급	bite	-	bite, munch	swallow	chew food	chew	neutral	action	chewing	Global	current	식사 표현	기본 동사	-	일상 교육	Chew slowly.	She chewed carefully.	I chewed the gum.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4066
☐	Swallow	-	4068	swallow	V	VT	/ˈswɒləʊ/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	삼키다	to pass down throat	from Old English swelgan	swallow	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	gulp	-	gulp, ingest	spit	swallow pill	swallow	neutral	action	swallowing	Global	current	식사 표현	기본 동사	-	의료 교육	Swallow the medicine.	She swallowed hard.	I swallowed it.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4067
☐	Sip	-	4069	sip	V	VT	/sɪp/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	홀짝이다	to drink in small amounts	from Old English sypan	sip	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	40	3급	초급	drink	-	drink, taste	gulp	sip tea	sip	neutral	action	sipping	Global	current	음료 표현	기본 동사	-	일상 교육	Sip slowly.	She sipped her coffee.	I sipped the tea.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4068
☐	Gulp	-	4070	gulp	V	VT	/ɡʌlp/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	꿀꺽삼키다	to swallow quickly	imitative origin	gulp	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	swallow	-	swallow, drink	sip	gulp water	gulp	neutral	action	gulping	Global	current	음료 표현	기본 동사	-	일상 교육	Gulp it down.	She gulped air.	I gulped my drink.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4069
☐	Drink	-	4071	drink	V	VT	/drɪŋk/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	마시다	to take liquid into mouth	from Old English drincan	drink	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	consume	-	consume, sip	abstain	drink water	drink	neutral	action	drinking	Global	current	음료 표현	필수 동사	-	일상 교육	Drink some water.	She drank her coffee.	I drink tea daily.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4070
☐	Eat	-	4072	eat	V	VT	/iːt/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	먹다	to consume food	from Old English etan	eat	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	consume	-	consume, dine	fast	eat breakfast	eat	neutral	action	eating	Global	current	식사 표현	필수 동사	-	일상 교육	Let's eat.	She ate dinner.	I eat healthy food.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4071
☐	Feed	-	4073	feed	V	VT	/fiːd/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	먹이다	to give food to	from Old English fedan	feed	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	46	4급	초급	nourish	-	nourish, supply	starve	feed baby	feed	neutral	action	feeding	Global	current	돌봄 표현	필수 동사	-	일상 교육	Feed the cat.	She fed the birds.	I feed my dog.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4072
☐	Digest	-	4074	digest	V	VT	/daɪˈdʒest/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	소화하다	to break down food	from Latin digestus	digest	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	absorb	-	absorb, process	-	digest food	digest	neutral	process	digesting	Global	current	생리 표현	기본 동사	-	과학 교육	Digest the meal.	She digested easily.	I can't digest this.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4073
